,Comment ID,Trust,Respondent ID,Date,Service type 1,Service type 2,FFT categorical answer,FFT question,FFT answer
3628,NEAS PTS 1473 - Q2,NEAS,NEAS PTS 1473,31/05/2022,PTS  - Patient Transport,,1,How could we improve?,Because it's true.
7436,NEAS PTS 1207 - Q2,NEAS,NEAS PTS 1207,31/03/2022,PTS  - Patient Transport,,7,How could we improve?,Very good.
7869,NHFT 1290 - Q1,NHFT,NHFT 1290,28/02/2022,Local partnerships- MH,Adult mental health,3,What could we do better?,"On several occasions I made it look as though I was in bed and got away with it, childish I know but easy and several times I got away with it.  Catering could be better but that's probably due to it being my profession.  Just remember we are still people"
942,NEAS S&C 6151 - Q2,NEAS,NEAS S&C 6151,07/09/2022,See and Convey,,1,How could we improve?,None 
2618,NHFT 1220 - Q2,NHFT,NHFT 1220,15/12/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"The ward was brilliantly run by the ward manager. She is always at hand to talk to you, as well as the nursing staff, felt very safe."
7666,NEAS PTS 1903 - Q2,NEAS,NEAS PTS 1903,30/09/2022,PTS  - Patient Transport,,1,How could we improve?,Very helpful.
5001,NHFT 1018 - Q1,NHFT,NHFT 1018,07/11/2021,Local partnerships- MH,Adult mental health,4,What could we do better?,"I'm pleased to have been discharged now as I found my time with this service caused me a lot of stress. Communication wasn't good and I was often left unsure of when my appointments were. The text messages I received from my nurse were so unprofessional and were more like ones that would be sent to a friend. I'm glad to be under the care of my GP again, as I find this to be more helpful and supportive."
3976,NEAS S&C 3721 - Q1,NEAS,NEAS S&C 3721,03/09/2022,See and Convey,,1,FFT Why?,"Paramedics fantastic from start to finish, professional and approachable "
6292,NEAS S&C 3160 - Q2,NEAS,NEAS S&C 3160,18/01/2022,See and Convey,,1,How could we improve?,For the nature of my wife condition the response time was excellent.
7130,NHFT 1764 - Q2,NHFT,NHFT 1764,22/03/2022,Local partnerships- MH,Adult mental health,4,What was good?,"Duty workers tend to be really good, and supportive when needed."
1586,NHFT 592 - Q2,NHFT,NHFT 592,21/09/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"Carol has been good to me all the way.  I don't think I would be her without her help, I will miss her visits. "
5176,NHFT 1496 - Q1,NHFT,NHFT 1496,02/04/2022,Community health services,Specialist Services and CYP,2,What could we do better?,"Felt the pace of the course was very slow. The content might have been able to be covered in 2-2 1/2 each day, rather than 3 1/2."
4552,NEAS PTS 1294 - Q1,NEAS,NEAS PTS 1294,26/04/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing could be done better. Excellent care by transport staff
5626,NHFT 1432 - Q2,NHFT,NHFT 1432,30/03/2022,Forensic,High secure LD,1,What was good?,When you have problems they sit and listen to you. 
6078,NEAS 111 2411 - Q3,NEAS,NEAS 111 2411,31/07/2022,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",Call back very helpful and treated well.
5592,NHFT 1326 - Q2,NHFT,NHFT 1326,07/03/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"Everything excellent, loved everybody they are like a big family, my family and dedicated. "
1799,NHFT 1739 - Q2,NHFT,NHFT 1739,03/03/2022,Community health services,Specialist Services and CYP,1,What was good?,The Podiatric specialist helped me to understand the problem and explained the treatment going forward. He was very good at allaying any anxiety I had about my foot issue and the treatment.
6306,NEAS S&C 3279 - Q2,NEAS,NEAS S&C 3279,31/01/2022,See and Convey,,1,How could we improve?,Nothing.
5139,NHFT 1351 - Q1,NHFT,NHFT 1351,14/03/2022,Forensic,High secure MH,1,What could we do better?,Help people to integrate into their own culture.  Difficult if first language isn't English.  People from different heritage or background may find it difficult. 
5971,NEAS 111 2008 - Q2,NEAS,NEAS 111 2008,09/05/2022,111,,1,How could we improve?,Always arrived out of times. Polite and helpful. 
4802,NHFT 105 - Q2,NHFT,NHFT 105,02/07/2021,Local partnerships- MH,Mental health services for older people,2,What was good?,Length of time took to understand person. Nice to do feedback. Lovely food. Patience of staff. Enjoyed activities - took mind off problems.
1719,NHFT 1159 - Q2,NHFT,NHFT 1159,21/01/2022,Community health services,Specialist Services and CYP,1,What was good?,"Friendly caring staff, very professional service and look after me throughout. "
3452,NEAS PTS 942 - Q2,NEAS,NEAS PTS 942,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,Answer given because I could not have had better treatment that I received. Thank you.
7862,NHFT 789 - Q1,NHFT,NHFT 789,26/09/2021,Local partnerships- MH,Learning disability,1,What could we do better?,"As skin cancer is a dangerous reality, make sure there is adequate built in shade' during summer and sunny weather.  We provided a sun shade for our son, after he suffered some sun burn, which he'd never suffered with in all the years in our care.  Our co"
6716,NEAS S&C 343 - Q2,NEAS,NEAS S&C 343,03/05/2021,See and Convey,,1,How could we improve?,I feel the call handler could have been more sensitive to the situation with my 99 year old friend. He could hear that she didn’t have the answers to some of his questions as she has cognitive impairment and v poor hearing. I was on speakerphone so he cou
4155,NEAS S&C 5251 - Q1,NEAS,NEAS S&C 5251,6/30/2022,See and Convey,,1,FFT Why?,The staff that attended gave an excellent service.
4600,NEAS PTS 1438 - Q1,NEAS,NEAS PTS 1438,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,"If, anything, more ambulances to reduce the length of time a patient has to wait for transport home."
5030,NHFT 1092 - Q1,NHFT,NHFT 1092,23/12/2021,Community health services,Specialist Services and CYP,1,What could we do better?,"Keep on doing as you are, in my opinion its works, thanks. "
286,NEAS PTS 1392 - Q1,NEAS,NEAS PTS 1392,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing!
7626,NEAS PTS 1783 - Q2,NEAS,NEAS PTS 1783,05/08/2022,PTS  - Patient Transport,,3,How could we improve?,Think I explained why I gave this answer by what I put in previous question.
6628,NEAS S&C 6033 - Q2,NEAS,NEAS S&C 6033,30/08/2022,See and Convey,,1,How could we improve?,As far as I am concerned the service was excellent 
1524,NHFT 416 - Q1,NHFT,NHFT 416,27/07/2021,Community health services,Mansfield and Ashfield,1,What could we do better?,As above I have no complaints.
2518,NHFT 777 - Q2,NHFT,NHFT 777,21/09/2021,Local partnerships- MH,CAMHS,5,What was good?,"Some staff genuinely did care, and take time out of there day to help."
1528,NHFT 428 - Q2,NHFT,NHFT 428,31/07/2021,Local partnerships- MH,Adult mental health,5,What was good?,They kept their emotional displays to themselves.
7084,NHFT 1235 - Q2,NHFT,NHFT 1235,15/02/2022,Local partnerships- MH,Adult mental health,2,What was good?,Shoppers
1611,NHFT 676 - Q1,NHFT,NHFT 676,30/09/2021,Community health services,Children and young people,1,What could we do better?,I don't think this could be improved
4144,NEAS S&C 5157 - Q2,NEAS,NEAS S&C 5157,6/29/2022,See and Convey,,2,How could we improve?,Reduced waiting time.
7288,NEAS PTS 754 - Q2,NEAS,NEAS PTS 754,30/11/2021,PTS  - Patient Transport,,2,How could we improve?,"The volunteer drivers were experienced, helpful, friendly and knew the route. There was not too long a wait at either end."
5156,NHFT 1417 - Q1,NHFT,NHFT 1417,29/03/2022,Forensic,High secure LD,3,What could we do better?,Staff shortages.  Staff not getting enough breaks. 
1141,NHFT 657 - Q2,NHFT,NHFT 657,23/09/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"Time was taken to explain things slowly & with opportunity to ask questions.  The words used were understandable, clear so my day could understand. Very good. "
1558,NHFT 487 - Q1,NHFT,NHFT 487,03/09/2021,Forensic,Offender health,2,What could we do better?,More leaflets through our door.  COVID guidelines in prison. 
5010,NHFT 1036 - Q2,NHFT,NHFT 1036,21/11/2021,Unknown,Unknown,1,What was good?,"Everything, the community mental health team have been amazing in helping me through difficult times. They work with me, and we make decisions together about my care and treatment pathway."
2373,NEAS 111 2748 - Q2,NEAS,NEAS 111 2748,30/09/2022,111,,1,How could we improve?,Not relevant. Own transport. 1/2 Blue sticker.
5920,NEAS 111 1821 - Q2,NEAS,NEAS 111 1821,31/03/2022,111,,2,How could we improve?,Waiting time for call to be answered.
1481,NHFT 149 - Q1,NHFT,NHFT 149,07/07/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Constraints for time limit (8 weeks?) meant order of events was a little odd. Discharge came before psychiatrist's visit. 
3240,NEAS 111 2503 - Q1,NEAS,NEAS 111 2503,09/08/2022,111,,1,FFT Why?,Waiting time was a bit long
7041,NHFT 1837 - Q1,NHFT,NHFT 1837,01/02/2022,Local partnerships- MH,Adult mental health,7,What could we do better?,Improvement needed for people just starting with MH problems not enough services.
3177,NEAS 111 2272 - Q1,NEAS,NEAS 111 2272,30/06/2022,111,,3,FFT Why?,More people on the phones.
6180,NEAS S&C 2200 - Q1,NEAS,NEAS S&C 2200,03/10/2021,See and Convey,,1,FFT Why?,The medics were very reassuring as my husband is non verbal because of a very significant stroke they made us both feel safe and in very good hands. 
7360,NEAS PTS 970 - Q2,NEAS,NEAS PTS 970,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,Ambulance service is really reliable part of the team.
689,NEAS S&C 4001 - Q1,NEAS,NEAS S&C 4001,08/04/2022,See and Convey,,1,FFT Why?,Amazing 
3405,NEAS PTS 798 - Q2,NEAS,NEAS PTS 798,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,The drivers could not have been more helpful. (Well done).
7893,NHFT 1409 - Q1,NHFT,NHFT 1409,29/03/2022,Forensic,Offender health,1,What could we do better?,If they had time it would be good to see them more often. 
3467,NEAS PTS 987 - Q2,NEAS,NEAS PTS 987,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,Reliable and friendly drivers.
6331,NEAS S&C 3492 - Q1,NEAS,NEAS S&C 3492,18/02/2022,See and Convey,,1,FFT Why?,The guys who came were very nice and kind looked after me when i thought things were going bad
7612,NEAS PTS 1741 - Q2,NEAS,NEAS PTS 1741,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,Because it was.
1756,NHFT 1937 - Q2,NHFT,NHFT 1937,01/02/2022,Local partnerships- MH,Mental health services for older people,7,What was good?,I would like thank the Mental Health Service of for the help and care that they have given me over the last year or more.
6743,NEAS S&C 4773 - Q1,NEAS,NEAS S&C 4773,31/05/2022,See and Convey,,2,FFT Why?,The length of time waiting was a concern because of my age but overall good.
5230,NHFT 1677 - Q2,NHFT,NHFT 1677,26/05/2022,Community health services,South Notts,1,What was good?,The food.
918,NEAS S&C 5947 - Q2,NEAS,NEAS S&C 5947,24/08/2022,See and Convey,,3,How could we improve?,Ambulance here quicker 
5506,NHFT 1161 - Q2,NHFT,NHFT 1161,21/01/2022,Community health services,Specialist Services and CYP,2,What was good?,Good overall experience. 
6347,NEAS S&C 3628 - Q1,NEAS,NEAS S&C 3628,08/03/2022,See and Convey,,1,FFT Why?,They listened and kept me informed of everything that they did.
661,NEAS S&C 3763 - Q1,NEAS,NEAS S&C 3763,18/03/2022,See and Convey,,1,FFT Why?,I was well looked after by the paramedics. They explained everything clearly to me and made sure I was ok 
3573,NEAS PTS 1308 - Q2,NEAS,NEAS PTS 1308,30/04/2022,PTS  - Patient Transport,,1,How could we improve?,They accommodated my needs.
6842,NHFT 355 - Q2,NHFT,NHFT 355,05/08/2021,Forensic,Offender health,2,What was good?,The way I was able to open up and feel safe doing so. 
3268,NEAS 111 2605 - Q3,NEAS,NEAS 111 2605,31/08/2022,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with","The call handler was very, very good."
3157,NEAS 111 2198 - Q3,NEAS,NEAS 111 2198,31/05/2022,111,,2,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",I was quite happy with the length of time it took for a call back. It was much shorter than when I have used this service in the past. An estimated time of a call back would have been helpful. The advice given helped the problem and I felt reassured I was doing the right thing. 
1357,NHFT 1760 - Q1,NHFT,NHFT 1760,18/03/2022,Community health services,Specialist Services and CYP,5,What could we do better?,"I was not asked if I was able to afford this. I did purchase 2 pieces of equipment suggested, but did cost quite a lot of money. I was told they would send me some insoles, specifically for my condition. I have never received these (3 months later). Have chased this up twice. All the contact numbers I was given do not work, even the telephone number on the internet says it is incorrect?"
7359,NEAS PTS 967 - Q2,NEAS,NEAS PTS 967,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,The ambulance staff were very helpful and patient as my husband does not walk very well.
4771,NEAS PTS 1954 - Q1,NEAS,NEAS PTS 1954,30/09/2022,PTS  - Patient Transport,,1,FFT Why?,"No, very professional at their job."
5658,NHFT 1561 - Q2,NHFT,NHFT 1561,13/04/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,Looked after me well all through my care staying here. 
7129,NHFT 1764 - Q1,NHFT,NHFT 1764,22/03/2022,Local partnerships- MH,Adult mental health,4,What could we do better?,"I felt like a number, not a person. Felt like staff talked to me using a false tone, pretending to care when they obviously didn't. No positive impact on the way I feel."
3777,NEAS PTS 1920 - Q2,NEAS,NEAS PTS 1920,30/09/2022,PTS  - Patient Transport,,1,How could we improve?,"All staff are very, very good."
6492,NEAS S&C 4860 - Q2,NEAS,NEAS S&C 4860,31/05/2022,See and Convey,,3,How could we improve?,"Phoned, stayed up all night and day"
2812,NHFT 1789 - Q2,NHFT,NHFT 1789,22/04/2022,Local partnerships- MH,Adult mental health,1,What was good?,Everything.
619,NEAS S&C 3406 - Q1,NEAS,NEAS S&C 3406,10/02/2022,See and Convey,,1,FFT Why?,"They were here very quickly, were polite and knowledgable. They agreed to take my son to hospital. He was kept on ward and given oxygen and course of steroid "
4595,NEAS PTS 1423 - Q1,NEAS,NEAS PTS 1423,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing better really caring people. [On email address : Comments: One word would have saved those ticks  Excellent. Sorry about writing very lazy at present.]
1210,NHFT 983 - Q1,NHFT,NHFT 983,10/11/2021,Community health services,Specialist Services and CYP,1,What could we do better?,There isn't anything that I can think off that could be done better.
2863,NEAS 111 1117 - Q1,NEAS,NEAS 111 1117,31/10/2021,111,,1,FFT Why?,"When on hold it's very frustrating, especially when poorly, to have to hear the COVID spiel over and over!"
